,Date,Station,Gates,Barrier_Hit,HCSS_Error,HCSS_Uncleared,Intrusion,Passage_Cancel,Tailgate
986,2018-10-16,KAL,G04,0,0,0,9,11,8
987,2018-10-16,KAL,G05,0,0,0,0,0,0
988,2018-10-16,KAL,G06,0,3,0,4,7,2
989,2018-10-16,KAL,G07,0,2,0,2,16,9
990,2018-10-16,KAL,G08,0,1,0,5,18,10
991,2018-10-16,KAL,G09,0,0,0,9,13,10
992,2018-10-16,KAL,G10,0,3,0,5,13,6
993,2018-10-16,KEM,G01,0,1,0,5,12,11
994,2018-10-16,KEM,G02,0,2,0,5,12,9
995,2018-10-16,KEM,G03,0,0,0,9,12,14
996,2018-10-16,KEM,G04,0,0,0,0,0,0
997,2018-10-16,KEM,G05,0,19,1,25,9,17
998,2018-10-16,KEM,G06,0,0,0,11,33,19
999,2018-10-16,KEM,G07,0,33,1,5,9,13
1000,2018-10-16,KEM,G08,0,1,0,2,14,13
1001,2018-10-16,KRJ,G01,0,0,0,0,0,0
1002,2018-10-16,KRJ,G02,0,2,0,4,4,3
1003,2018-10-16,KRJ,G03,0,2,0,4,0,1
1004,2018-10-16,KRJ,G04,0,72,0,3,0,0
1005,2018-10-16,KRJ,G05,0,0,0,0,212,0
1006,2018-10-16,KRJ,G06,0,0,0,3,6,4
1007,2018-10-16,KRJ,G07,0,0,0,7,8,4
1008,2018-10-16,KRJ,G08,0,0,0,6,7,5
1009,2018-10-16,KRJ,G09,0,1,0,9,4,7
1010,2018-10-16,KRJ,G10,0,9,0,6,23,6
1011,2018-10-16,KRJ,G11,0,0,0,22,8,10
1012,2018-10-16,KRJ,G12,0,0,0,5,11,11
1013,2018-10-16,KRJ,G13,0,2,0,3,4,1
1014,2018-10-16,KRJ,G14,0,0,0,5,10,6
1015,2018-10-16,KRJ,G15,0,1,0,8,7,8
1016,2018-10-16,KRJ,G16,0,0,0,8,7,13
1017,2018-10-16,KRJ,G17,0,0,0,16,13,24
1018,2018-10-16,KRJ,G18,0,0,0,0,0,0
1019,2018-10-16,KRJ,G19,0,0,0,0,0,0
1020,2018-10-16,KTB,G01,0,0,0,6,29,50
1021,2018-10-16,KTB,G02,0,0,0,5,36,31
1022,2018-10-16,KTB,G03,0,0,0,0,173,0
1023,2018-10-16,KTB,G04,0,6,0,13,55,38
1024,2018-10-16,KTB,G05,0,3,0,10,48,25
1025,2018-10-16,KTB,G06,0,0,0,0,0,0
1026,2018-10-16,KTB,G07,0,0,0,10,19,31
1027,2018-10-16,KTB,G08,1,0,0,12,20,41
1028,2018-10-16,KTB,G09,1,0,0,15,12,22
1029,2018-10-16,LKS,G01,0,3,0,4,42,18
1030,2018-10-16,LKS,G02,0,1,0,4,27,14
1031,2018-10-16,LKS,G03,0,0,0,11,31,17
1032,2018-10-16,LKS,G04,1,0,0,10,18,19
1033,2018-10-16,LKS,G05,0,3,1,13,41,19
1034,2018-10-16,LKS,G06,0,0,0,0,0,0
1035,2018-10-16,LKS,G07,0,0,0,15,50,43
1036,2018-10-16,LKS,G08,1,1,0,5,57,25
1037,2018-10-16,LKS,G09,0,0,0,4,70,28
1038,2018-10-16,LKS,G10,0,1,0,7,104,41
1039,2018-10-16,LVR,G01,0,0,0,7,67,41
1040,2018-10-16,LVR,G02,0,0,0,10,37,28
1041,2018-10-16,LVR,G03,0,1,0,13,49,19
1042,2018-10-16,LVR,G04,0,0,0,9,39,38
1043,2018-10-16,LVR,G05,1,6,1,10,19,29
1044,2018-10-16,LVR,G06,0,0,0,0,0,0
1045,2018-10-16,LVR,G07,0,0,0,8,51,23
1046,2018-10-16,LVR,G08,0,0,0,18,23,13
1047,2018-10-16,LVR,G09,0,1,0,2,17,8
1048,2018-10-16,MRB,G01,0,0,0,2,12,5
1049,2018-10-16,MRB,G02,0,3,0,3,12,5
1050,2018-10-16,MRB,G03,0,2,0,2,3,3
1051,2018-10-16,MRB,G04,0,3,0,5,31,9
1052,2018-10-16,MRB,G05,0,1,0,4,15,7
1053,2018-10-16,MRB,G06,0,3,0,2,10,4
1054,2018-10-16,MRB,G07,0,2,0,2,7,1
1055,2018-10-16,MRB,G08,0,5,0,8,1,2
1056,2018-10-16,MRC,G01,0,0,0,1,0,0
1057,2018-10-16,MRC,G02,0,2,0,0,0,0
1058,2018-10-16,MRC,G03,0,0,0,1,0,0
1059,2018-10-16,MRC,G04,0,0,0,7,0,0
1060,2018-10-16,MRC,G05,0,0,0,2,0,0
1061,2018-10-16,MRC,G06,0,2,0,0,0,0
1062,2018-10-16,MRC,G07,0,0,0,0,0,0
1063,2018-10-16,MRC,G08,0,4,0,0,1,0
1064,2018-10-16,MRC,G09,0,5,0,0,3,3
1065,2018-10-16,MRC,G10,0,0,0,0,0,0
1066,2018-10-16,MRC,G11,0,0,0,0,0,0
1067,2018-10-16,MRC,G12,0,0,0,0,0,0
1068,2018-10-16,MRC,G13,0,0,0,0,0,0
1069,2018-10-16,MRC,G14,0,0,0,0,0,0
1070,2018-10-16,MRC,G15,0,0,0,0,0,0
1071,2018-10-16,MSL,G01,0,0,0,0,0,0
1072,2018-10-16,MSL,G02,0,0,0,2,29,9
1073,2018-10-16,MSL,G03,0,2,0,13,10,29
1074,2018-10-16,MSL,G04,0,0,0,5,15,24
1075,2018-10-16,MSL,G05,0,0,0,9,31,23
1076,2018-10-16,MSL,G06,0,2,0,6,59,29
1077,2018-10-16,MSL,G07,0,1,0,16,13,17
1078,2018-10-16,MSL,G08,0,0,0,14,14,40
1079,2018-10-16,MSP,G01,0,0,0,0,2,0
1080,2018-10-16,MSP,G02,0,1,0,0,0,1
1081,2018-10-16,MSP,G03,0,2,0,0,1,0
1082,2018-10-16,MSP,G04,0,4,0,0,0,0
1083,2018-10-16,MSP,G05,0,1,0,0,0,1
1084,2018-10-16,MSP,G06,0,1,0,1,0,1
1085,2018-10-16,MSP,G07,0,5,0,1,3,1
1086,2018-10-16,MSP,G08,0,2,0,1,0,0
1087,2018-10-16,MSP,G09,0,3,0,1,2,0
1088,2018-10-16,MSP,G10,0,2,0,1,0,0
1089,2018-10-16,MSP,G11,0,0,0,7,0,1
1090,2018-10-16,MSP,G12,0,1,0,0,6,2
1091,2018-10-16,NEW,G01,0,0,0,15,88,30
1092,2018-10-16,NEW,G02,0,0,0,8,17,19
1093,2018-10-16,NEW,G03,0,2,1,5,38,21
1094,2018-10-16,NEW,G04,0,0,0,5,47,19
1095,2018-10-16,NEW,G05,0,0,0,5,34,17
1096,2018-10-16,NEW,G06,0,2,0,7,34,11
1097,2018-10-16,NEW,G07,0,0,0,0,0,0
1098,2018-10-16,NEW,G08,0,31,1,12,42,12
1099,2018-10-16,NEW,G09,0,117,0,11,16,13
1100,2018-10-16,NEW,G10,0,6,0,7,12,10
1101,2018-10-16,NEW,G11,0,36,1,83,88,25
1102,2018-10-16,NEW,G12,0,1,0,3,12,4
1103,2018-10-16,NOV,G01,0,0,0,4,79,21
1104,2018-10-16,NOV,G02,0,3,0,16,18,19
1105,2018-10-16,NOV,G03,0,0,0,15,54,14
1106,2018-10-16,NOV,G04,0,1,0,1,14,16
1107,2018-10-16,NOV,G05,0,0,0,0,0,0
1108,2018-10-16,NOV,G06,0,0,0,16,79,28
1109,2018-10-16,NOV,G07,0,0,0,7,22,30
1110,2018-10-16,NOV,G08,0,0,0,17,129,60
1111,2018-10-16,NOV,G09,0,0,0,17,86,42
1112,2018-10-16,NOV,G10,3,0,0,16,45,28
1113,2018-10-16,ORC,G01,1,0,0,14,10,74
1114,2018-10-16,ORC,G02,0,0,0,17,28,34
1115,2018-10-16,ORC,G03,0,1,0,11,18,43
1116,2018-10-16,ORC,G04,0,0,0,16,19,18
1117,2018-10-16,ORC,G05,0,0,0,12,11,10
1118,2018-10-16,ORC,G06,0,1,0,9,13,13
1119,2018-10-16,ORC,G07,0,0,0,7,10,8
1120,2018-10-16,ORC,G08,0,1,0,7,6,7
1121,2018-10-16,ORC,G09,0,0,0,7,8,7
1122,2018-10-16,ORC,G10,0,2,0,4,15,2
1123,2018-10-16,ORC,G11,0,1,0,8,10,5
1124,2018-10-16,ORC,G12,0,0,0,0,0,0
1125,2018-10-16,ORC,G13,0,3,0,5,2,1
1126,2018-10-16,ORC,G14,0,2,0,11,5,4
1127,2018-10-16,ORC,G15,0,1,0,11,9,4
1128,2018-10-16,ORC,G16,0,2,0,11,6,9
1129,2018-10-16,ORC,G17,0,1,0,5,8,6
1130,2018-10-16,ORC,G18,0,1,1,9,13,8
1131,2018-10-16,ORC,G19,0,1,0,4,7,5
1132,2018-10-16,ORC,G20,0,0,0,6,2,13
1133,2018-10-16,ORC,G21,0,1,0,9,9,11
1134,2018-10-16,ORC,G22,0,0,0,8,10,7
1135,2018-10-16,ORC,G23,0,0,0,0,292,0
1136,2018-10-16,ORC,G24,0,0,0,6,72,28
1137,2018-10-16,ORC,G25,0,0,0,9,26,16
1138,2018-10-16,ORC,G26,0,2,0,4,10,6
1139,2018-10-16,ORC,G27,0,0,0,8,40,18
1140,2018-10-16,ORC,G28,0,11,1,37,45,16
1141,2018-10-16,ORC,G29,1,0,0,0,20,0
1142,2018-10-16,OTP,G01,0,2,0,8,16,11
1143,2018-10-16,OTP,G02,0,3,0,1,8,2
1144,2018-10-16,OTP,G03,0,0,0,0,151,0
1145,2018-10-16,OTP,G04,0,0,0,4,4,2
1146,2018-10-16,OTP,G05,0,0,0,5,14,4
1147,2018-10-16,OTP,G06,0,0,0,1,8,2
1148,2018-10-16,OTP,G07,0,0,0,0,0,0
1149,2018-10-16,OTP,G08,0,3,0,1,1,2
1150,2018-10-16,OTP,G09,0,1,0,0,1,1
1151,2018-10-16,OTP,G10,0,3,0,2,2,5
1152,2018-10-16,OTP,G11,0,1,0,3,6,3
1153,2018-10-16,OTP,G12,0,6,0,0,0,2
1154,2018-10-16,OTP,G13,0,0,0,3,2,1
1155,2018-10-16,OTP,G14,0,1,0,1,8,9
1156,2018-10-16,OTP,G15,0,0,0,0,0,0
1157,2018-10-16,OTP,G16,0,0,0,0,0,0
1158,2018-10-16,OTP,G17,0,0,0,0,0,0
1159,2018-10-16,OTP,G18,0,0,0,0,0,0
1160,2018-10-16,PSR,G01,0,13,1,8,56,23
1161,2018-10-16,PSR,G02,0,97,1,3,51,25
1162,2018-10-16,PSR,G03,0,0,0,10,68,27
1163,2018-10-16,PSR,G04,0,0,0,13,35,20
1164,2018-10-16,PSR,G05,0,1,1,16,26,24
1165,2018-10-16,PSR,G06,1,1,0,18,15,36
1166,2018-10-16,PSR,G07,0,0,0,0,0,0
1167,2018-10-16,PSR,G08,0,90,0,17,49,23
1168,2018-10-16,PSR,G09,0,0,0,4,49,25
1169,2018-10-16,PSR,G10,1,2,0,9,20,17
1170,2018-10-16,PYL,G01,0,0,0,0,0,0
1171,2018-10-16,PYL,G02,0,0,0,5,19,29
1172,2018-10-16,PYL,G03,0,0,0,9,18,21
1173,2018-10-16,PYL,G04,0,0,0,7,10,40
1174,2018-10-16,PYL,G05,0,1,0,16,23,12
1175,2018-10-16,PYL,G06,0,0,0,6,28,20
1176,2018-10-16,PYL,G07,0,1,0,8,29,11
1177,2018-10-16,PYL,G08,0,1,0,11,23,17
1178,2018-10-16,QUE,G01,0,0,0,4,32,14
1179,2018-10-16,QUE,G02,0,30,1,2,17,11
1180,2018-10-16,QUE,G03,0,0,0,2,11,8
1181,2018-10-16,QUE,G04,0,5,0,9,19,13
1182,2018-10-16,QUE,G05,0,0,0,0,0,0
1183,2018-10-16,QUE,G06,0,1,1,4,11,20
1184,2018-10-16,QUE,G07,0,1,0,6,13,13
1185,2018-10-16,QUE,G08,0,3,0,3,14,4
1186,2018-10-16,QUE,G09,0,1,0,0,5,2
1187,2018-10-16,QUE,G10,0,7,1,2,5,1
1188,2018-10-16,QUE,G11,0,2,0,1,1,2
1189,2018-10-16,QUE,G12,0,2,0,3,4,2
1190,2018-10-16,QUE,G13,0,4,0,1,3,1
1191,2018-10-16,QUE,G14,0,0,0,3,2,0
1192,2018-10-16,QUE,G15,0,1,0,0,16,5
1193,2018-10-16,RDH,G01,0,7,1,1,15,6
1194,2018-10-16,RDH,G02,0,0,0,8,31,12
1195,2018-10-16,RDH,G03,0,0,0,11,40,17
1196,2018-10-16,RDH,G04,0,0,0,5,60,27
1197,2018-10-16,RDH,G05,0,0,0,0,0,0
1198,2018-10-16,RDH,G06,0,1,0,3,9,8
1199,2018-10-16,RDH,G07,0,0,0,7,22,19
1200,2018-10-16,RDH,G08,0,0,0,10,32,22
1201,2018-10-16,RDH,G09,0,0,0,7,148,134
1202,2018-10-16,RFP,G01,0,0,0,4,13,28
1203,2018-10-16,RFP,G02,0,0,0,2,17,22
1204,2018-10-16,RFP,G03,0,0,0,3,7,14
1205,2018-10-16,RFP,G04,0,26,1,1,11,8
1206,2018-10-16,RFP,G05,0,0,0,3,6,6
1207,2018-10-16,RFP,G06,0,0,0,14,9,32
1208,2018-10-16,RFP,G07,0,1,1,19,122,44
1209,2018-10-16,RFP,G08,0,0,0,0,235,0
1210,2018-10-16,RFP,G09,1,1,0,10,8,15
1211,2018-10-16,RFP,G10,0,0,0,0,6,11
1212,2018-10-16,RFP,G11,1,3,0,5,5,3
1213,2018-10-16,RFP,G12,0,5,0,5,5,3
1214,2018-10-16,RFP,G13,0,3,0,3,6,3
1215,2018-10-16,RFP,G14,0,1,0,7,7,6
1216,2018-10-16,RFP,G15,0,3,0,4,5,3
1217,2018-10-16,RFP,G16,0,1,0,5,3,3
1218,2018-10-16,RFP,G17,0,0,0,0,0,0
1219,2018-10-16,RFP,G18,0,4,0,21,5,0
1220,2018-10-16,RFP,G19,0,1,0,1,3,1
1221,2018-10-16,RFP,G20,0,0,0,1,7,3
1222,2018-10-16,RFP,G21,0,1,0,1,6,0
1223,2018-10-16,RFP,G22,0,1,0,4,1,0
1224,2018-10-16,RFP,G23,0,3,0,0,3,5
1225,2018-10-16,RFP,G24,0,2,0,3,6,0
1226,2018-10-16,RFP,G25,0,2,0,4,1,3
1227,2018-10-16,RFP,G26,0,0,0,7,11,38
1228,2018-10-16,RFP,G27,0,1,0,12,33,29
1229,2018-10-16,RFP,G28,0,0,0,5,13,37
1230,2018-10-16,RFP,G29,1,57,0,9,19,43
1231,2018-10-16,RFP,G30,1,2,1,11,14,31
1232,2018-10-16,RFP,G31,0,0,0,7,52,37
1233,2018-10-16,RFP,G32,0,0,0,0,0,0
1234,2018-10-16,RFP,G33,0,0,0,0,0,0
1235,2018-10-16,RFP,G34,0,0,0,0,0,0
1236,2018-10-16,SBW,G01,0,0,0,0,0,0
1237,2018-10-16,SBW,G02,2,0,0,9,92,54
1238,2018-10-16,SBW,G03,0,0,0,7,67,27
1239,2018-10-16,SBW,G04,0,1,0,10,78,43
1240,2018-10-16,SBW,G05,0,1,1,11,34,13
1241,2018-10-16,SBW,G06,0,0,0,9,31,24
1242,2018-10-16,SBW,G07,0,1,0,0,28,20
1243,2018-10-16,SBW,G08,2,10,1,15,78,34
1244,2018-10-16,SBW,G09,0,0,0,6,21,34
1245,2018-10-16,SBW,G10,0,1,1,6,97,39
1246,2018-10-16,SIM,G01,0,2,0,12,20,6
1247,2018-10-16,SIM,G02,0,6,0,8,10,15
1248,2018-10-16,SIM,G03,1,3,0,16,22,14
1249,2018-10-16,SIM,G04,0,0,0,0,0,0
1250,2018-10-16,SIM,G05,0,1,0,11,14,17
1251,2018-10-16,SIM,G06,1,1,0,4,43,15
1252,2018-10-16,SIM,G07,0,2,0,17,36,15
1253,2018-10-16,SIM,G08,0,1,0,18,40,24
1254,2018-10-16,SOM,G01,0,8,0,14,38,18
1255,2018-10-16,SOM,G02,1,11,0,5,118,11
1256,2018-10-16,SOM,G03,0,0,0,3,13,6
1257,2018-10-16,SOM,G04,0,2,0,4,14,0
1258,2018-10-16,SOM,G05,0,1,1,4,13,7
1259,2018-10-16,SOM,G06,0,0,0,2,4,7
1260,2018-10-16,SOM,G07,0,0,0,0,0,0
1261,2018-10-16,SOM,G08,0,4,0,5,4,4
1262,2018-10-16,SOM,G09,0,0,0,11,29,15
1263,2018-10-16,SOM,G10,0,3,0,4,31,9
1264,2018-10-16,SOM,G11,0,1,0,9,49,22
1265,2018-10-16,SOM,G12,0,0,0,15,112,48
1266,2018-10-16,SOM,G13,1,0,0,11,40,21
1267,2018-10-16,SOM,G14,0,1,0,18,36,27
1268,2018-10-16,SOM,G15,1,0,0,13,36,37
1269,2018-10-16,TAM,G01,0,20,0,36,25,11
1270,2018-10-16,TAM,G02,0,0,0,9,31,21
1271,2018-10-16,TAM,G03,0,0,0,3,54,28
1272,2018-10-16,TAM,G04,0,0,0,8,25,31
1273,2018-10-16,TAM,G05,0,0,0,9,11,12
1274,2018-10-16,TAM,G06,0,0,0,2,51,15
1275,2018-10-16,TAM,G07,0,0,0,0,0,0
1276,2018-10-16,TAM,G08,0,1,0,12,12,20
1277,2018-10-16,TAM,G09,0,2,0,7,26,28
1278,2018-10-16,TAM,G10,0,0,0,19,14,33
1279,2018-10-16,TAM,G11,0,0,0,13,48,19
1280,2018-10-16,TAM,G12,0,0,0,8,8,13
1281,2018-10-16,TAM,G13,0,0,0,8,28,17
1282,2018-10-16,TAP,G01,0,0,0,0,69,35
1283,2018-10-16,TAP,G02,0,1,0,4,49,16
1284,2018-10-16,TAP,G03,0,1,0,9,38,11
1285,2018-10-16,TAP,G04,0,3,0,9,28,15
1286,2018-10-16,TAP,G05,1,1,0,10,19,21
1287,2018-10-16,TAP,G06,0,1,0,4,29,17
1288,2018-10-16,TAP,G07,0,1,0,4,22,13
1289,2018-10-16,TAP,G08,0,2,0,7,25,7
1290,2018-10-16,TAP,G09,0,19,1,4,8,6
1291,2018-10-16,TAP,G10,0,1,0,0,30,26
1292,2018-10-16,TAP,G11,0,6,1,10,77,32
1293,2018-10-16,TAP,G12,0,0,0,16,56,29
1294,2018-10-16,TAP,G13,0,0,0,0,0,0
1295,2018-10-16,TIB,G01,0,0,0,7,39,22
1296,2018-10-16,TIB,G02,0,0,0,6,49,29
1297,2018-10-16,TIB,G03,0,0,0,10,81,41
1298,2018-10-16,TIB,G04,1,0,0,14,81,32
1299,2018-10-16,TIB,G05,0,0,0,0,0,0
1300,2018-10-16,TIB,G06,0,2,0,8,23,23
1301,2018-10-16,TIB,G07,0,0,0,7,23,22
1302,2018-10-16,TIB,G08,0,0,0,6,49,43
1303,2018-10-16,TIB,G09,0,0,0,9,29,32
1304,2018-10-16,TIB,G10,0,0,0,10,28,28
1305,2018-10-16,TNM,G01,0,0,0,3,20,11
1306,2018-10-16,TNM,G02,0,0,0,4,28,9
1307,2018-10-16,TNM,G03,0,0,0,5,29,30
1308,2018-10-16,TNM,G04,0,0,0,0,0,0
1309,2018-10-16,TNM,G05,0,0,0,18,40,18
1310,2018-10-16,TNM,G06,0,0,0,6,33,15
1311,2018-10-16,TNM,G07,1,0,0,7,29,10
1312,2018-10-16,TNM,G08,0,0,0,4,25,10
1313,2018-10-16,TNM,G09,0,2,0,3,26,11
1314,2018-10-16,TPG,G01,0,1,0,14,53,25
1315,2018-10-16,TPG,G02,0,1,0,1,28,8
1316,2018-10-16,TPG,G03,0,0,0,2,26,4
1317,2018-10-16,TPG,G04,0,0,0,0,14,1
1318,2018-10-16,TPG,G05,0,0,0,0,15,5
1319,2018-10-16,TPG,G06,0,1,0,6,16,5
1320,2018-10-16,TPG,G07,0,0,0,15,43,12
1321,2018-10-16,TPG,G08,0,0,0,11,28,12
1322,2018-10-16,TPG,G09,0,0,0,7,24,8
1323,2018-10-16,TPG,G10,0,1,0,4,7,1
1324,2018-10-16,TPG,G11,0,0,0,0,0,0
1325,2018-10-16,TPG,G12,0,3,0,12,34,28
1326,2018-10-16,TPG,G13,0,3,0,6,32,11
1327,2018-10-16,TPG,G14,0,1,0,16,13,6
1328,2018-10-16,TPG,G15,0,0,0,4,37,11
1329,2018-10-16,TPG,G16,0,0,0,3,16,8
1330,2018-10-16,TPG,G17,0,0,0,20,24,15
1331,2018-10-16,TPG,G18,0,0,0,0,261,0
1332,2018-10-16,TPG,G19,1,0,0,8,6,35
1333,2018-10-16,TPG,G20,1,2,0,6,25,9
1334,2018-10-16,TPG,G21,0,0,0,6,7,11
1335,2018-10-16,TPG,G22,0,0,0,8,67,24
1336,2018-10-16,TPG,G23,0,0,0,0,0,0
1337,2018-10-16,TPG,G24,0,0,0,0,0,0
1338,2018-10-16,TPG,G25,0,0,0,0,0,0
1339,2018-10-16,WDL,G01,0,0,0,0,0,0
1340,2018-10-16,WDL,G02,0,1,1,9,51,22
1341,2018-10-16,WDL,G03,1,0,0,14,47,33
1342,2018-10-16,WDL,G04,0,0,0,5,68,40
1343,2018-10-16,WDL,G05,0,3,0,11,22,46
1344,2018-10-16,WDL,G06,0,0,0,5,54,42
1345,2018-10-16,WDL,G07,0,1,0,5,70,42
1346,2018-10-16,WDL,G08,0,1,0,9,55,29
1347,2018-10-16,WDL,G09,0,0,0,4,72,46
1348,2018-10-16,WDL,G10,1,0,0,11,63,41
1349,2018-10-16,WDL,G11,0,3,0,14,71,32
1350,2018-10-16,WDL,G12,0,0,0,10,45,47
1351,2018-10-16,WDL,G13,0,0,0,14,19,60
1352,2018-10-16,YCK,G01,0,0,0,12,17,35
1353,2018-10-16,YCK,G02,0,1,1,7,51,23
1354,2018-10-16,YCK,G03,1,2,0,8,35,17
1355,2018-10-16,YCK,G04,0,0,0,6,28,10
1356,2018-10-16,YCK,G05,0,0,0,0,0,0
1357,2018-10-16,YCK,G06,0,1,0,3,22,26
1358,2018-10-16,YCK,G07,0,5,0,8,17,23
1359,2018-10-16,YCK,G08,4,0,0,10,36,47
1360,2018-10-16,YCK,G09,0,1,0,6,49,15
1361,2018-10-16,YCK,G10,0,0,0,12,12,50
1362,2018-10-16,YIS,G01,0,0,0,11,92,43
1363,2018-10-16,YIS,G02,0,1,0,4,63,40
1364,2018-10-16,YIS,G03,0,17,1,4,58,41
1365,2018-10-16,YIS,G04,0,0,0,6,68,23
1366,2018-10-16,YIS,G05,0,1,0,11,19,32
1367,2018-10-16,YIS,G06,0,0,0,10,38,26
1368,2018-10-16,YIS,G07,2,0,0,17,37,31
1369,2018-10-16,YIS,G08,1,0,0,12,37,15
1370,2018-10-16,YIS,G09,0,0,0,0,0,0
1371,2018-10-16,YIS,G10,0,0,0,15,58,13
1372,2018-10-16,YIS,G11,0,0,0,15,68,26
1373,2018-10-16,YIS,G12,0,0,0,2,58,32
1374,2018-10-16,YIS,G13,0,0,0,5,16,19
1375,2018-10-16,YIS,G14,1,1,0,5,24,30
1376,2018-10-16,YWT,G01,0,0,0,18,8,59
1377,2018-10-16,YWT,G02,0,0,0,11,47,32
1378,2018-10-16,YWT,G03,0,1,0,11,62,28
1379,2018-10-16,YWT,G04,0,1,0,10,15,21
1380,2018-10-16,YWT,G05,0,0,0,5,39,28
1381,2018-10-16,YWT,G06,0,0,0,3,13,18
1382,2018-10-16,YWT,G07,0,0,0,6,148,7
1383,2018-10-16,YWT,G08,0,0,0,9,35,15
1384,2018-10-17,ADM,G01,0,0,0,0,0,0
1385,2018-10-17,ADM,G02,0,1,0,15,88,27
1386,2018-10-17,ADM,G03,0,0,0,6,51,28
1387,2018-10-17,ADM,G04,0,0,0,5,53,36
1388,2018-10-17,ADM,G05,0,0,0,14,47,19
1389,2018-10-17,ADM,G06,0,0,0,8,7,31
1390,2018-10-17,ADM,G07,0,0,0,11,32,29
1391,2018-10-17,ADM,G08,0,0,0,15,35,32
1392,2018-10-17,ADM,G09,1,0,0,13,58,54
1393,2018-10-17,ADM,G10,0,0,0,8,36,26
1394,2018-10-17,ADM,G11,0,2,1,14,50,28
1395,2018-10-17,ADM,G12,0,0,0,13,13,37
1396,2018-10-17,ALJ,G01,0,0,0,2,45,12
1397,2018-10-17,ALJ,G02,0,1,0,15,29,24
1398,2018-10-17,ALJ,G03,0,0,0,8,33,32
1399,2018-10-17,ALJ,G04,0,0,0,0,0,0
1400,2018-10-17,ALJ,G05,0,0,0,3,16,23
1401,2018-10-17,ALJ,G06,1,0,0,2,39,32
1402,2018-10-17,ALJ,G07,0,42,1,3,45,36
1403,2018-10-17,ALJ,G08,0,0,0,9,18,24
1404,2018-10-17,AMK,G01,0,1,0,4,15,16
1405,2018-10-17,AMK,G02,0,5,0,6,57,8
1406,2018-10-17,AMK,G03,0,0,0,9,12,27
1407,2018-10-17,AMK,G04,0,1,0,8,10,27
1408,2018-10-17,AMK,G05,0,0,0,7,27,20
1409,2018-10-17,AMK,G06,0,0,0,12,40,27
1410,2018-10-17,AMK,G07,0,0,0,6,162,15
1411,2018-10-17,AMK,G08,0,7,1,9,50,36
1412,2018-10-17,AMK,G09,0,0,0,0,0,0
1413,2018-10-17,AMK,G10,0,1,0,17,65,35
1414,2018-10-17,AMK,G11,0,4,0,15,59,43
1415,2018-10-17,AMK,G12,0,1,0,10,59,31
1416,2018-10-17,AMK,G13,0,23,1,13,19,29
1417,2018-10-17,AMK,G14,0,1,0,14,57,46
1418,2018-10-17,AMK,G15,0,3,0,22,237,35
1419,2018-10-17,BBT,G01,1,1,0,4,11,29
1420,2018-10-17,BBT,G02,0,2,0,5,51,22
1421,2018-10-17,BBT,G03,0,0,0,10,53,28
1422,2018-10-17,BBT,G04,0,0,0,0,0,0
1423,2018-10-17,BBT,G05,1,5,0,5,58,33
1424,2018-10-17,BBT,G06,0,0,0,33,49,35
1425,2018-10-17,BBT,G07,0,60,1,2,55,28
1426,2018-10-17,BBT,G08,0,0,0,7,37,26
1427,2018-10-17,BBT,G09,0,0,0,9,30,25
1428,2018-10-17,BDK,G01,0,0,0,1,25,13
1429,2018-10-17,BDK,G02,0,0,0,9,34,13
1430,2018-10-17,BDK,G03,0,0,0,12,128,16
1431,2018-10-17,BDK,G04,0,0,0,11,35,23
1432,2018-10-17,BDK,G05,0,2,0,13,1,4
1433,2018-10-17,BDK,G06,0,4,0,6,5,5
1434,2018-10-17,BDK,G07,0,3,0,6,18,7
1435,2018-10-17,BDK,G08,0,0,0,2,17,11
1436,2018-10-17,BDK,G09,0,0,0,4,11,23
1437,2018-10-17,BDK,G10,0,0,0,8,17,26
1438,2018-10-17,BDK,G11,0,0,0,7,19,25
1439,2018-10-17,BDK,G12,0,0,0,0,0,0
1440,2018-10-17,BDL,G01,0,0,0,3,17,25
1441,2018-10-17,BDL,G02,0,0,0,10,7,12
1442,2018-10-17,BDL,G03,1,6,0,8,48,20
1443,2018-10-17,BDL,G04,0,4,0,11,15,9
1444,2018-10-17,BDL,G05,0,0,0,0,0,0
1445,2018-10-17,BDL,G06,0,2,0,7,61,20
1446,2018-10-17,BDL,G07,0,0,0,11,30,15
1447,2018-10-17,BDL,G08,0,1,0,10,19,9
1448,2018-10-17,BFT,G01,0,0,0,0,23,15
1449,2018-10-17,BFT,G02,0,5,0,0,10,14
1450,2018-10-17,BFT,G03,0,1,0,0,19,16
1451,2018-10-17,BFT,G04,0,0,0,0,16,23
1452,2018-10-17,BFT,G05,0,0,0,0,9,19
1453,2018-10-17,BFT,G06,0,0,0,0,31,20
1454,2018-10-17,BFT,G07,0,0,0,0,28,15
1455,2018-10-17,BFT,G08,0,0,0,1,26,11
1456,2018-10-17,BFT,G09,0,0,0,0,26,16
1457,2018-10-17,BFT,G10,0,1,0,0,15,11
1458,2018-10-17,BFT,G11,0,1,0,0,41,15
1459,2018-10-17,BFT,G12,0,0,0,0,0,0
1460,2018-10-17,BFT,G13,0,0,0,0,0,0
1461,2018-10-17,BFT,G14,0,0,0,0,0,0
1462,2018-10-17,BFT,G15,0,0,0,0,0,0
1463,2018-10-17,BFT,G16,0,0,0,0,0,0
1464,2018-10-17,BFT,G17,0,0,0,0,0,0
1465,2018-10-17,BGB,G01,0,4,1,4,51,30
