Datetime,Date,Time,Station,Gate
2018-10-15 07:05:21,2018-10-15,07:05:21,BBT,G08
2018-10-15 07:05:31,2018-10-15,07:05:31,BSH,G02
2018-10-15 07:05:32,2018-10-15,07:05:32,ADM,G06
2018-10-15 07:05:39,2018-10-15,07:05:39,JUR,G02
2018-10-15 07:05:41,2018-10-15,07:05:41,JUR,G10
2018-10-15 07:05:43,2018-10-15,07:05:43,YCK,G03
2018-10-15 07:05:44,2018-10-15,07:05:44,TIB,G09
2018-10-15 07:05:46,2018-10-15,07:05:46,RDH,G03
2018-10-15 07:05:52,2018-10-15,07:05:52,JUR,G10
2018-10-15 07:05:53,2018-10-15,07:05:53,CCK,G14
2018-10-15 07:06:08,2018-10-15,07:06:08,YWT,G01
2018-10-15 07:06:09,2018-10-15,07:06:09,BDK,G10
2018-10-15 07:06:25,2018-10-15,07:06:25,BNL,G09
2018-10-15 07:06:30,2018-10-15,07:06:30,YIS,G14
2018-10-15 07:06:33,2018-10-15,07:06:33,BBT,G01
2018-10-15 07:06:34,2018-10-15,07:06:34,CLE,G11
2018-10-15 07:06:35,2018-10-15,07:06:35,LVR,G04
2018-10-15 07:06:39,2018-10-15,07:06:39,WDL,G07
2018-10-15 07:06:43,2018-10-15,07:06:43,ADM,G04
2018-10-15 07:06:45,2018-10-15,07:06:45,AMK,G01
2018-10-15 07:06:46,2018-10-15,07:06:46,LKS,G04
2018-10-15 07:06:51,2018-10-15,07:06:51,BNL,G14
2018-10-15 07:06:54,2018-10-15,07:06:54,WDL,G09
2018-10-15 07:06:55,2018-10-15,07:06:55,WDL,G05
2018-10-15 07:07:12,2018-10-15,07:07:12,TPG,G16
2018-10-15 07:07:17,2018-10-15,07:07:17,YCK,G01
2018-10-15 07:07:30,2018-10-15,07:07:30,LKS,G04
2018-10-15 07:07:34,2018-10-15,07:07:34,BDK,G04
2018-10-15 07:07:38,2018-10-15,07:07:38,BBT,G06
2018-10-15 07:07:41,2018-10-15,07:07:41,JUR,G11
2018-10-15 07:07:42,2018-10-15,07:07:42,LKS,G04
2018-10-15 07:07:46,2018-10-15,07:07:46,YCK,G04
2018-10-15 07:07:53,2018-10-15,07:07:53,RFP,G02
2018-10-15 07:07:54,2018-10-15,07:07:54,KRJ,G10
2018-10-15 07:07:55,2018-10-15,07:07:55,TAP,G10
2018-10-15 07:07:56,2018-10-15,07:07:56,KTB,G05
2018-10-15 07:08:02,2018-10-15,07:08:02,CLE,G08
2018-10-15 07:08:17,2018-10-15,07:08:17,EUN,G07
2018-10-15 07:08:19,2018-10-15,07:08:19,PSR,G04
2018-10-15 07:08:33,2018-10-15,07:08:33,RDH,G08
2018-10-15 07:08:38,2018-10-15,07:08:38,AMK,G06
2018-10-15 07:08:48,2018-10-15,07:08:48,CCK,G16
2018-10-15 07:09:01,2018-10-15,07:09:01,TAP,G01
2018-10-15 07:09:05,2018-10-15,07:09:05,TAP,G10
2018-10-15 07:09:07,2018-10-15,07:09:07,BGS,G03
2018-10-15 07:09:13,2018-10-15,07:09:13,WDL,G05
2018-10-15 07:09:21,2018-10-15,07:09:21,MSL,G03
2018-10-15 07:09:27,2018-10-15,07:09:27,CLE,G03
2018-10-15 07:09:28,2018-10-15,07:09:28,MSL,G08
2018-10-15 07:09:41,2018-10-15,07:09:41,BGB,G07
2018-10-15 07:09:46,2018-10-15,07:09:46,CLE,G13
2018-10-15 07:10:08,2018-10-15,07:10:08,LKS,G02
2018-10-15 07:10:18,2018-10-15,07:10:18,AMK,G01
2018-10-15 07:10:31,2018-10-15,07:10:31,MSL,G06
2018-10-15 07:10:56,2018-10-15,07:10:56,MSL,G07
2018-10-15 07:11:00,2018-10-15,07:11:00,KRJ,G03
2018-10-15 07:11:02,2018-10-15,07:11:02,BDL,G04
2018-10-15 07:11:03,2018-10-15,07:11:03,LVR,G01
2018-10-15 07:11:04,2018-10-15,07:11:04,NOV,G07
2018-10-15 07:11:17,2018-10-15,07:11:17,ADM,G03
2018-10-15 07:11:18,2018-10-15,07:11:18,BGB,G04
2018-10-15 07:11:41,2018-10-15,07:11:41,BHC,G10
2018-10-15 07:11:51,2018-10-15,07:11:51,PSR,G05
2018-10-15 07:11:54,2018-10-15,07:11:54,TIB,G10
2018-10-15 07:11:55,2018-10-15,07:11:55,BNL,G08
2018-10-15 07:12:09,2018-10-15,07:12:09,YCK,G04
2018-10-15 07:12:12,2018-10-15,07:12:12,BHC,G11
2018-10-15 07:12:13,2018-10-15,07:12:13,PSR,G01
2018-10-15 07:12:25,2018-10-15,07:12:25,RDH,G03
2018-10-15 07:12:39,2018-10-15,07:12:39,CLE,G03
2018-10-15 07:12:50,2018-10-15,07:12:50,MSL,G08
2018-10-15 07:12:58,2018-10-15,07:12:58,TNM,G08
2018-10-15 07:13:04,2018-10-15,07:13:04,KTB,G02
2018-10-15 07:13:09,2018-10-15,07:13:09,BNL,G02
2018-10-15 07:13:24,2018-10-15,07:13:24,LKS,G02
2018-10-15 07:13:30,2018-10-15,07:13:30,LKS,G01
2018-10-15 07:13:37,2018-10-15,07:13:37,LKS,G10
2018-10-15 07:13:44,2018-10-15,07:13:44,JUR,G24
2018-10-15 07:13:45,2018-10-15,07:13:45,COM,G11
2018-10-15 07:14:11,2018-10-15,07:14:11,BSH,G04
2018-10-15 07:14:17,2018-10-15,07:14:17,BSH,G05
2018-10-15 07:14:46,2018-10-15,07:14:46,NEW,G01
2018-10-15 07:14:48,2018-10-15,07:14:48,ADM,G06
2018-10-15 07:14:54,2018-10-15,07:14:54,ALJ,G01
2018-10-15 07:15:00,2018-10-15,07:15:00,KRJ,G12
2018-10-15 07:15:01,2018-10-15,07:15:01,TIB,G10
2018-10-15 07:15:03,2018-10-15,07:15:03,KTB,G05
2018-10-15 07:15:19,2018-10-15,07:15:19,ALJ,G01
2018-10-15 07:15:26,2018-10-15,07:15:26,BDK,G09
2018-10-15 07:15:40,2018-10-15,07:15:40,RFP,G30
2018-10-15 07:15:54,2018-10-15,07:15:54,JUR,G10
2018-10-15 07:16:03,2018-10-15,07:16:03,BNL,G19
2018-10-15 07:16:08,2018-10-15,07:16:08,LKS,G01
2018-10-15 07:16:21,2018-10-15,07:16:21,ADM,G10
2018-10-15 07:16:26,2018-10-15,07:16:26,JUR,G20
2018-10-15 07:16:26,2018-10-15,07:16:26,NEW,G03
2018-10-15 07:16:27,2018-10-15,07:16:27,LKS,G01
2018-10-15 07:16:30,2018-10-15,07:16:30,CTH,G04
2018-10-15 07:16:34,2018-10-15,07:16:34,PYL,G02
2018-10-15 07:16:39,2018-10-15,07:16:39,CCK,G15
2018-10-15 07:16:40,2018-10-15,07:16:40,NOV,G10
2018-10-15 07:16:49,2018-10-15,07:16:49,BSH,G06
2018-10-15 07:16:50,2018-10-15,07:16:50,BNL,G21
2018-10-15 07:16:59,2018-10-15,07:16:59,CLE,G10
2018-10-15 07:17:07,2018-10-15,07:17:07,YWT,G06
2018-10-15 07:17:12,2018-10-15,07:17:12,EUN,G08
2018-10-15 07:17:13,2018-10-15,07:17:13,SBW,G02
2018-10-15 07:17:15,2018-10-15,07:17:15,YCK,G07
2018-10-15 07:17:19,2018-10-15,07:17:19,WDL,G03
2018-10-15 07:17:24,2018-10-15,07:17:24,TIB,G10
2018-10-15 07:17:31,2018-10-15,07:17:31,AMK,G03
2018-10-15 07:17:35,2018-10-15,07:17:35,KTB,G01
2018-10-15 07:17:35,2018-10-15,07:17:35,SBW,G03
2018-10-15 07:17:37,2018-10-15,07:17:37,NOV,G09
2018-10-15 07:17:39,2018-10-15,07:17:39,BHC,G10
2018-10-15 07:17:54,2018-10-15,07:17:54,YWT,G04
2018-10-15 07:17:54,2018-10-15,07:17:54,BSH,G02
2018-10-15 07:17:56,2018-10-15,07:17:56,TNM,G01
2018-10-15 07:18:07,2018-10-15,07:18:07,OTP,G05
2018-10-15 07:18:08,2018-10-15,07:18:08,PSR,G03
2018-10-15 07:18:08,2018-10-15,07:18:08,KEM,G07
2018-10-15 07:18:16,2018-10-15,07:18:16,LKS,G03
2018-10-15 07:18:22,2018-10-15,07:18:22,SOM,G01
2018-10-15 07:18:34,2018-10-15,07:18:34,YIS,G13
2018-10-15 07:18:35,2018-10-15,07:18:35,CLE,G12
2018-10-15 07:18:35,2018-10-15,07:18:35,JUR,G24
2018-10-15 07:18:40,2018-10-15,07:18:40,JUR,G12
2018-10-15 07:18:44,2018-10-15,07:18:44,PSR,G01
2018-10-15 07:18:53,2018-10-15,07:18:53,SOM,G15
2018-10-15 07:18:57,2018-10-15,07:18:57,JUR,G23
2018-10-15 07:18:59,2018-10-15,07:18:59,SIM,G03
2018-10-15 07:19:00,2018-10-15,07:19:00,ADM,G06
2018-10-15 07:19:08,2018-10-15,07:19:08,BSH,G03
2018-10-15 07:19:10,2018-10-15,07:19:10,YCK,G07
2018-10-15 07:19:17,2018-10-15,07:19:17,RDH,G09
2018-10-15 07:19:25,2018-10-15,07:19:25,AMK,G10
2018-10-15 07:19:27,2018-10-15,07:19:27,YWT,G05
2018-10-15 07:19:42,2018-10-15,07:19:42,CCK,G03
2018-10-15 07:19:43,2018-10-15,07:19:43,TAP,G11
2018-10-15 07:19:58,2018-10-15,07:19:58,TAP,G01
2018-10-15 07:20:00,2018-10-15,07:20:00,BDL,G08
2018-10-15 07:20:15,2018-10-15,07:20:15,KAL,G01
2018-10-15 07:20:17,2018-10-15,07:20:17,AMK,G01
2018-10-15 07:20:20,2018-10-15,07:20:20,ORC,G22
2018-10-15 07:21:02,2018-10-15,07:21:02,CCK,G05
2018-10-15 07:21:15,2018-10-15,07:21:15,ADM,G04
2018-10-15 07:21:25,2018-10-15,07:21:25,CTH,G24
2018-10-15 07:21:35,2018-10-15,07:21:35,CNG,G02
2018-10-15 07:21:43,2018-10-15,07:21:43,BNV,G08
2018-10-15 07:21:44,2018-10-15,07:21:44,BNL,G14
2018-10-15 07:21:45,2018-10-15,07:21:45,KTB,G01
2018-10-15 07:21:46,2018-10-15,07:21:46,JUR,G08
2018-10-15 07:21:53,2018-10-15,07:21:53,WDL,G11
2018-10-15 07:21:57,2018-10-15,07:21:57,WDL,G07
2018-10-15 07:21:58,2018-10-15,07:21:58,YWT,G08
2018-10-15 07:21:58,2018-10-15,07:21:58,WDL,G11
2018-10-15 07:22:05,2018-10-15,07:22:05,WDL,G05
2018-10-15 07:22:07,2018-10-15,07:22:07,ADM,G06
2018-10-15 07:22:14,2018-10-15,07:22:14,WDL,G07
2018-10-15 07:22:18,2018-10-15,07:22:18,WDL,G13
2018-10-15 07:22:24,2018-10-15,07:22:24,WDL,G05
2018-10-15 07:22:26,2018-10-15,07:22:26,PYL,G03
2018-10-15 07:22:27,2018-10-15,07:22:27,WDL,G05
2018-10-15 07:22:33,2018-10-15,07:22:33,CLE,G08
2018-10-15 07:22:36,2018-10-15,07:22:36,ADM,G06
2018-10-15 07:22:38,2018-10-15,07:22:38,CCK,G16
2018-10-15 07:22:46,2018-10-15,07:22:46,TNM,G07
2018-10-15 07:22:50,2018-10-15,07:22:50,CCK,G17
2018-10-15 07:22:52,2018-10-15,07:22:52,AMK,G01
2018-10-15 07:22:55,2018-10-15,07:22:55,ORC,G24
2018-10-15 07:23:09,2018-10-15,07:23:09,KTB,G04
2018-10-15 07:23:15,2018-10-15,07:23:15,ADM,G10
2018-10-15 07:23:36,2018-10-15,07:23:36,BDK,G10
2018-10-15 07:23:36,2018-10-15,07:23:36,YWT,G01
2018-10-15 07:23:40,2018-10-15,07:23:40,MSL,G08
2018-10-15 07:23:42,2018-10-15,07:23:42,BNL,G11
2018-10-15 07:23:46,2018-10-15,07:23:46,ALJ,G01
2018-10-15 07:23:47,2018-10-15,07:23:47,AMK,G15
2018-10-15 07:23:50,2018-10-15,07:23:50,KTB,G05
2018-10-15 07:24:00,2018-10-15,07:24:00,YIS,G01
2018-10-15 07:24:08,2018-10-15,07:24:08,JUR,G04
2018-10-15 07:24:12,2018-10-15,07:24:12,NOV,G07
2018-10-15 07:24:14,2018-10-15,07:24:14,KTB,G01
2018-10-15 07:24:19,2018-10-15,07:24:19,SOM,G14
2018-10-15 07:24:19,2018-10-15,07:24:19,ADM,G07
2018-10-15 07:24:23,2018-10-15,07:24:23,BSH,G02
2018-10-15 07:24:28,2018-10-15,07:24:28,MSL,G04
2018-10-15 07:24:28,2018-10-15,07:24:28,ALJ,G08
2018-10-15 07:24:34,2018-10-15,07:24:34,WDL,G08
2018-10-15 07:24:41,2018-10-15,07:24:41,CLE,G03
2018-10-15 07:24:45,2018-10-15,07:24:45,LKS,G01
2018-10-15 07:24:48,2018-10-15,07:24:48,ALJ,G08
2018-10-15 07:24:52,2018-10-15,07:24:52,PYL,G04
2018-10-15 07:24:57,2018-10-15,07:24:57,LKS,G08
2018-10-15 07:25:05,2018-10-15,07:25:05,TAP,G01
2018-10-15 07:25:21,2018-10-15,07:25:21,RDH,G04
2018-10-15 07:25:32,2018-10-15,07:25:32,KEM,G03
2018-10-15 07:25:36,2018-10-15,07:25:36,TIB,G09
2018-10-15 07:25:42,2018-10-15,07:25:42,KRJ,G08
2018-10-15 07:25:46,2018-10-15,07:25:46,LVR,G04
2018-10-15 07:26:04,2018-10-15,07:26:04,JUR,G11
2018-10-15 07:26:05,2018-10-15,07:26:05,YIS,G03
2018-10-15 07:26:05,2018-10-15,07:26:05,AMK,G07
2018-10-15 07:26:06,2018-10-15,07:26:06,YIS,G01
2018-10-15 07:26:09,2018-10-15,07:26:09,JUR,G22
2018-10-15 07:26:11,2018-10-15,07:26:11,ORC,G01
2018-10-15 07:26:12,2018-10-15,07:26:12,TIB,G09
2018-10-15 07:26:12,2018-10-15,07:26:12,KAL,G04
2018-10-15 07:26:12,2018-10-15,07:26:12,QUE,G04
2018-10-15 07:26:12,2018-10-15,07:26:12,AMK,G05
2018-10-15 07:26:13,2018-10-15,07:26:13,SIM,G08
2018-10-15 07:26:19,2018-10-15,07:26:19,SBW,G03
2018-10-15 07:26:19,2018-10-15,07:26:19,AMK,G15
2018-10-15 07:26:25,2018-10-15,07:26:25,BGB,G07
2018-10-15 07:26:31,2018-10-15,07:26:31,SBW,G03
2018-10-15 07:26:43,2018-10-15,07:26:43,YCK,G01
2018-10-15 07:26:44,2018-10-15,07:26:44,TAP,G04
2018-10-15 07:26:49,2018-10-15,07:26:49,EUN,G10
2018-10-15 07:27:02,2018-10-15,07:27:02,BBT,G05
2018-10-15 07:27:02,2018-10-15,07:27:02,AMK,G15
2018-10-15 07:27:03,2018-10-15,07:27:03,BNL,G01
2018-10-15 07:27:15,2018-10-15,07:27:15,ADM,G04
2018-10-15 07:27:19,2018-10-15,07:27:19,ADM,G06
2018-10-15 07:27:22,2018-10-15,07:27:22,TPG,G22
2018-10-15 07:27:23,2018-10-15,07:27:23,RFP,G26
2018-10-15 07:27:23,2018-10-15,07:27:23,WDL,G05
2018-10-15 07:27:27,2018-10-15,07:27:27,RDH,G02
2018-10-15 07:27:29,2018-10-15,07:27:29,PSR,G02
2018-10-15 07:27:46,2018-10-15,07:27:46,TIB,G01
2018-10-15 07:27:52,2018-10-15,07:27:52,QUE,G04
2018-10-15 07:27:57,2018-10-15,07:27:57,BNL,G02
2018-10-15 07:27:58,2018-10-15,07:27:58,KRJ,G10
2018-10-15 07:28:01,2018-10-15,07:28:01,BDK,G02
2018-10-15 07:28:06,2018-10-15,07:28:06,NOV,G06
2018-10-15 07:28:10,2018-10-15,07:28:10,BNL,G21
2018-10-15 07:28:16,2018-10-15,07:28:16,MSL,G04
2018-10-15 07:28:17,2018-10-15,07:28:17,TAP,G11
2018-10-15 07:28:22,2018-10-15,07:28:22,MSL,G07
2018-10-15 07:28:25,2018-10-15,07:28:25,EUN,G07
2018-10-15 07:28:29,2018-10-15,07:28:29,PSR,G06
2018-10-15 07:28:31,2018-10-15,07:28:31,TNM,G05
2018-10-15 07:28:40,2018-10-15,07:28:40,ORC,G07
2018-10-15 07:28:41,2018-10-15,07:28:41,RFP,G03
2018-10-15 07:28:46,2018-10-15,07:28:46,BDL,G06
2018-10-15 07:28:49,2018-10-15,07:28:49,TNM,G08
2018-10-15 07:28:53,2018-10-15,07:28:53,YWT,G03
2018-10-15 07:29:10,2018-10-15,07:29:10,WDL,G08
2018-10-15 07:29:10,2018-10-15,07:29:10,WDL,G06
2018-10-15 07:29:21,2018-10-15,07:29:21,ORC,G24
2018-10-15 07:29:24,2018-10-15,07:29:24,YWT,G05
2018-10-15 07:29:27,2018-10-15,07:29:27,KRJ,G10
2018-10-15 07:29:40,2018-10-15,07:29:40,BBT,G01
2018-10-15 07:29:55,2018-10-15,07:29:55,ADM,G08
2018-10-15 07:30:00,2018-10-15,07:30:00,RDH,G07
2018-10-15 07:30:10,2018-10-15,07:30:10,YCK,G02
2018-10-15 07:30:29,2018-10-15,07:30:29,TNM,G02
2018-10-15 07:30:30,2018-10-15,07:30:30,COM,G08
2018-10-15 07:30:31,2018-10-15,07:30:31,KTB,G01
2018-10-15 07:30:43,2018-10-15,07:30:43,KTB,G01
2018-10-15 07:30:51,2018-10-15,07:30:51,NEW,G10
2018-10-15 07:30:51,2018-10-15,07:30:51,CTH,G03
2018-10-15 07:30:54,2018-10-15,07:30:54,BNL,G11
2018-10-15 07:30:57,2018-10-15,07:30:57,AMK,G06
2018-10-15 07:30:58,2018-10-15,07:30:58,DBG,G03
2018-10-15 07:31:19,2018-10-15,07:31:19,BFT,G05
2018-10-15 07:31:21,2018-10-15,07:31:21,CNG,G06
2018-10-15 07:31:22,2018-10-15,07:31:22,CLE,G10
2018-10-15 07:31:37,2018-10-15,07:31:37,CLE,G03
2018-10-15 07:31:39,2018-10-15,07:31:39,JUR,G08
2018-10-15 07:31:44,2018-10-15,07:31:44,QUE,G04
2018-10-15 07:31:53,2018-10-15,07:31:53,BSH,G09
2018-10-15 07:31:58,2018-10-15,07:31:58,CCK,G11
2018-10-15 07:32:00,2018-10-15,07:32:00,YWT,G07
2018-10-15 07:32:00,2018-10-15,07:32:00,CLE,G09
2018-10-15 07:32:06,2018-10-15,07:32:06,TAM,G04
2018-10-15 07:32:18,2018-10-15,07:32:18,AMK,G10
2018-10-15 07:32:19,2018-10-15,07:32:19,TNM,G02
2018-10-15 07:32:20,2018-10-15,07:32:20,RDH,G08
2018-10-15 07:32:24,2018-10-15,07:32:24,TIB,G03
2018-10-15 07:32:29,2018-10-15,07:32:29,TAM,G10
2018-10-15 07:32:32,2018-10-15,07:32:32,CCK,G16
2018-10-15 07:32:36,2018-10-15,07:32:36,BDL,G08
2018-10-15 07:32:39,2018-10-15,07:32:39,KRJ,G16
2018-10-15 07:32:42,2018-10-15,07:32:42,SBW,G03
2018-10-15 07:32:45,2018-10-15,07:32:45,AMK,G10
2018-10-15 07:32:57,2018-10-15,07:32:57,SBW,G03
2018-10-15 07:33:03,2018-10-15,07:33:03,SBW,G02
2018-10-15 07:33:03,2018-10-15,07:33:03,EUN,G10
2018-10-15 07:33:09,2018-10-15,07:33:09,TAM,G04
2018-10-15 07:33:15,2018-10-15,07:33:15,RDH,G07
2018-10-15 07:33:22,2018-10-15,07:33:22,NEW,G03
2018-10-15 07:33:39,2018-10-15,07:33:39,SOM,G02
2018-10-15 07:33:44,2018-10-15,07:33:44,CLE,G03
2018-10-15 07:33:47,2018-10-15,07:33:47,BNL,G21
2018-10-15 07:33:50,2018-10-15,07:33:50,AMK,G11
2018-10-15 07:33:52,2018-10-15,07:33:52,AMK,G08
2018-10-15 07:33:55,2018-10-15,07:33:55,QUE,G02
2018-10-15 07:34:12,2018-10-15,07:34:12,LKS,G02
2018-10-15 07:34:18,2018-10-15,07:34:18,MSL,G08
2018-10-15 07:34:19,2018-10-15,07:34:19,LKS,G10
2018-10-15 07:34:24,2018-10-15,07:34:24,TAM,G11
2018-10-15 07:34:26,2018-10-15,07:34:26,YCK,G02
2018-10-15 07:34:29,2018-10-15,07:34:29,DBG,G01
2018-10-15 07:34:30,2018-10-15,07:34:30,AMK,G08
2018-10-15 07:34:47,2018-10-15,07:34:47,WDL,G10
2018-10-15 07:34:48,2018-10-15,07:34:48,PYL,G06
2018-10-15 07:34:48,2018-10-15,07:34:48,RFP,G01
2018-10-15 07:34:50,2018-10-15,07:34:50,RFP,G02
2018-10-15 07:34:59,2018-10-15,07:34:59,YIS,G05
2018-10-15 07:35:03,2018-10-15,07:35:03,RFP,G04
2018-10-15 07:35:06,2018-10-15,07:35:06,YCK,G10
2018-10-15 07:35:09,2018-10-15,07:35:09,RFP,G02
2018-10-15 07:35:23,2018-10-15,07:35:23,WDL,G06
2018-10-15 07:35:30,2018-10-15,07:35:30,SIM,G05
2018-10-15 07:35:44,2018-10-15,07:35:44,JUR,G04
2018-10-15 07:35:51,2018-10-15,07:35:51,WDL,G03
2018-10-15 07:36:02,2018-10-15,07:36:02,QUE,G07
2018-10-15 07:36:11,2018-10-15,07:36:11,LKS,G01
2018-10-15 07:36:12,2018-10-15,07:36:12,SBW,G10
2018-10-15 07:36:14,2018-10-15,07:36:14,CLE,G03
2018-10-15 07:36:18,2018-10-15,07:36:18,BBT,G08
2018-10-15 07:36:21,2018-10-15,07:36:21,BNL,G05
2018-10-15 07:36:24,2018-10-15,07:36:24,BNL,G13
2018-10-15 07:36:25,2018-10-15,07:36:25,BNL,G05
2018-10-15 07:36:31,2018-10-15,07:36:31,BNL,G05
2018-10-15 07:36:37,2018-10-15,07:36:37,KAL,G02
2018-10-15 07:36:38,2018-10-15,07:36:38,AMK,G15
2018-10-15 07:36:38,2018-10-15,07:36:38,YCK,G06
2018-10-15 07:36:58,2018-10-15,07:36:58,CTH,G25
2018-10-15 07:36:59,2018-10-15,07:36:59,CLE,G09
2018-10-15 07:37:03,2018-10-15,07:37:03,AMK,G04
2018-10-15 07:37:05,2018-10-15,07:37:05,ADM,G02
2018-10-15 07:37:08,2018-10-15,07:37:08,AMK,G05
2018-10-15 07:37:12,2018-10-15,07:37:12,KRJ,G06
2018-10-15 07:37:12,2018-10-15,07:37:12,BNL,G12
2018-10-15 07:37:13,2018-10-15,07:37:13,CLE,G03
2018-10-15 07:37:18,2018-10-15,07:37:18,PYL,G07
2018-10-15 07:37:22,2018-10-15,07:37:22,MSL,G08
2018-10-15 07:37:23,2018-10-15,07:37:23,COM,G08
2018-10-15 07:37:52,2018-10-15,07:37:52,WDL,G03
2018-10-15 07:38:09,2018-10-15,07:38:09,JUR,G23
2018-10-15 07:38:11,2018-10-15,07:38:11,SIM,G06
2018-10-15 07:38:12,2018-10-15,07:38:12,JUR,G21
2018-10-15 07:38:23,2018-10-15,07:38:23,TAP,G05
2018-10-15 07:38:33,2018-10-15,07:38:33,LKS,G02
2018-10-15 07:38:58,2018-10-15,07:38:58,NOV,G07
2018-10-15 07:39:12,2018-10-15,07:39:12,AMK,G12
2018-10-15 07:39:12,2018-10-15,07:39:12,QUE,G02
2018-10-15 07:39:19,2018-10-15,07:39:19,BBT,G01
2018-10-15 07:39:20,2018-10-15,07:39:20,QUE,G01
2018-10-15 07:39:27,2018-10-15,07:39:27,ALJ,G07
2018-10-15 07:39:35,2018-10-15,07:39:35,JUR,G14
2018-10-15 07:39:37,2018-10-15,07:39:37,SBW,G03
2018-10-15 07:39:44,2018-10-15,07:39:44,YIS,G04
2018-10-15 07:39:54,2018-10-15,07:39:54,BNV,G05
2018-10-15 07:40:02,2018-10-15,07:40:02,NOV,G09
2018-10-15 07:40:04,2018-10-15,07:40:04,BNL,G05
2018-10-15 07:40:07,2018-10-15,07:40:07,TIB,G10
2018-10-15 07:40:14,2018-10-15,07:40:14,JUR,G24
2018-10-15 07:40:25,2018-10-15,07:40:25,RDH,G09
2018-10-15 07:40:27,2018-10-15,07:40:27,WDL,G06
2018-10-15 07:40:33,2018-10-15,07:40:33,SIM,G02
2018-10-15 07:40:36,2018-10-15,07:40:36,YWT,G07
2018-10-15 07:40:40,2018-10-15,07:40:40,YIS,G05
2018-10-15 07:40:49,2018-10-15,07:40:49,JUR,G16
2018-10-15 07:41:03,2018-10-15,07:41:03,YCK,G09
2018-10-15 07:41:03,2018-10-15,07:41:03,BDK,G04
2018-10-15 07:41:04,2018-10-15,07:41:04,YCK,G07
2018-10-15 07:41:05,2018-10-15,07:41:05,JUR,G07
2018-10-15 07:41:09,2018-10-15,07:41:09,JUR,G23
2018-10-15 07:41:18,2018-10-15,07:41:18,JUR,G08
2018-10-15 07:41:20,2018-10-15,07:41:20,ADM,G06
2018-10-15 07:41:23,2018-10-15,07:41:23,BDL,G02
2018-10-15 07:41:27,2018-10-15,07:41:27,BDK,G03
2018-10-15 07:41:31,2018-10-15,07:41:31,AMK,G01
2018-10-15 07:41:34,2018-10-15,07:41:34,AMK,G01
2018-10-15 07:41:42,2018-10-15,07:41:42,WDL,G13
2018-10-15 07:41:42,2018-10-15,07:41:42,CLE,G04
2018-10-15 07:41:51,2018-10-15,07:41:51,CLE,G08
2018-10-15 07:41:52,2018-10-15,07:41:52,CLE,G10
2018-10-15 07:42:00,2018-10-15,07:42:00,CNG,G01
2018-10-15 07:42:02,2018-10-15,07:42:02,AMK,G06
2018-10-15 07:42:05,2018-10-15,07:42:05,EUN,G01
2018-10-15 07:42:12,2018-10-15,07:42:12,DBG,G11
2018-10-15 07:42:16,2018-10-15,07:42:16,CCK,G11
2018-10-15 07:42:17,2018-10-15,07:42:17,ORC,G10
2018-10-15 07:42:24,2018-10-15,07:42:24,RFP,G27
2018-10-15 07:42:26,2018-10-15,07:42:26,BNV,G05
2018-10-15 07:42:33,2018-10-15,07:42:33,BNL,G14
2018-10-15 07:42:43,2018-10-15,07:42:43,YCK,G09
2018-10-15 07:42:49,2018-10-15,07:42:49,SOM,G02
2018-10-15 07:42:51,2018-10-15,07:42:51,ADM,G03
2018-10-15 07:42:53,2018-10-15,07:42:53,BDK,G04
2018-10-15 07:42:58,2018-10-15,07:42:58,MSL,G05
2018-10-15 07:43:02,2018-10-15,07:43:02,ADM,G02
2018-10-15 07:43:13,2018-10-15,07:43:13,YCK,G10
2018-10-15 07:43:26,2018-10-15,07:43:26,YCK,G06
2018-10-15 07:43:27,2018-10-15,07:43:27,YCK,G07
2018-10-15 07:43:28,2018-10-15,07:43:28,YIS,G01
2018-10-15 07:43:37,2018-10-15,07:43:37,RFP,G30
2018-10-15 07:43:42,2018-10-15,07:43:42,BSH,G07
2018-10-15 07:43:44,2018-10-15,07:43:44,MSL,G08
2018-10-15 07:43:45,2018-10-15,07:43:45,LVR,G04
2018-10-15 07:43:49,2018-10-15,07:43:49,BHC,G09
2018-10-15 07:44:12,2018-10-15,07:44:12,COM,G07
2018-10-15 07:44:19,2018-10-15,07:44:19,BGB,G01
2018-10-15 07:44:19,2018-10-15,07:44:19,JUR,G10
2018-10-15 07:44:21,2018-10-15,07:44:21,CTH,G16
2018-10-15 07:44:29,2018-10-15,07:44:29,TIB,G10
2018-10-15 07:44:32,2018-10-15,07:44:32,JUR,G14
2018-10-15 07:44:43,2018-10-15,07:44:43,ORC,G25
2018-10-15 07:44:53,2018-10-15,07:44:53,TPG,G03
2018-10-15 07:45:08,2018-10-15,07:45:08,TPG,G06
2018-10-15 07:45:32,2018-10-15,07:45:32,JUR,G21
2018-10-15 07:45:34,2018-10-15,07:45:34,YIS,G01
2018-10-15 07:45:46,2018-10-15,07:45:46,TIB,G01
2018-10-15 07:45:53,2018-10-15,07:45:53,YCK,G10
2018-10-15 07:45:58,2018-10-15,07:45:58,JUR,G20
2018-10-15 07:46:06,2018-10-15,07:46:06,WDL,G13
2018-10-15 07:46:07,2018-10-15,07:46:07,TAM,G13
2018-10-15 07:46:11,2018-10-15,07:46:11,AMK,G11
2018-10-15 07:46:32,2018-10-15,07:46:32,WDL,G03
2018-10-15 07:46:32,2018-10-15,07:46:32,BNL,G19
