Datetime,Date,Time,Station,Gate
2018-10-17 07:46:57,2018-10-17,07:46:57,CTH,G20
2018-10-17 07:47:02,2018-10-17,07:47:02,SBW,G10
2018-10-17 07:47:03,2018-10-17,07:47:03,ALJ,G08
2018-10-17 07:47:05,2018-10-17,07:47:05,RFP,G31
2018-10-17 07:47:09,2018-10-17,07:47:09,JUR,G20
2018-10-17 07:47:16,2018-10-17,07:47:16,MSL,G07
2018-10-17 07:47:24,2018-10-17,07:47:24,EUN,G10
2018-10-17 07:47:24,2018-10-17,07:47:24,RFP,G30
2018-10-17 07:47:29,2018-10-17,07:47:29,DBG,G12
2018-10-17 07:47:41,2018-10-17,07:47:41,BBT,G06
2018-10-17 07:47:43,2018-10-17,07:47:43,CLE,G10
2018-10-17 07:47:45,2018-10-17,07:47:45,LKS,G01
2018-10-17 07:47:51,2018-10-17,07:47:51,CLE,G05
2018-10-17 07:48:03,2018-10-17,07:48:03,TIB,G06
2018-10-17 07:48:17,2018-10-17,07:48:17,SBW,G07
2018-10-17 07:48:44,2018-10-17,07:48:44,PSR,G05
2018-10-17 07:48:46,2018-10-17,07:48:46,JUR,G01
2018-10-17 07:48:54,2018-10-17,07:48:54,WDL,G05
2018-10-17 07:48:57,2018-10-17,07:48:57,RDH,G07
2018-10-17 07:49:05,2018-10-17,07:49:05,QUE,G02
2018-10-17 07:49:08,2018-10-17,07:49:08,BSH,G10
2018-10-17 07:49:12,2018-10-17,07:49:12,TIB,G09
2018-10-17 07:49:23,2018-10-17,07:49:23,KTB,G08
2018-10-17 07:49:28,2018-10-17,07:49:28,CLE,G04
2018-10-17 07:49:33,2018-10-17,07:49:33,BHC,G09
2018-10-17 07:49:35,2018-10-17,07:49:35,EUN,G07
2018-10-17 07:49:40,2018-10-17,07:49:40,CLE,G02
2018-10-17 07:49:46,2018-10-17,07:49:46,TIB,G04
2018-10-17 07:49:54,2018-10-17,07:49:54,BSH,G10
2018-10-17 07:50:01,2018-10-17,07:50:01,BFT,G10
2018-10-17 07:50:11,2018-10-17,07:50:11,SOM,G10
2018-10-17 07:50:27,2018-10-17,07:50:27,YIS,G01
2018-10-17 07:50:35,2018-10-17,07:50:35,QUE,G06
2018-10-17 07:50:39,2018-10-17,07:50:39,YIS,G05
2018-10-17 07:50:43,2018-10-17,07:50:43,WDL,G03
2018-10-17 07:50:43,2018-10-17,07:50:43,KTB,G09
2018-10-17 07:50:43,2018-10-17,07:50:43,SBW,G04
2018-10-17 07:50:45,2018-10-17,07:50:45,COM,G08
2018-10-17 07:50:45,2018-10-17,07:50:45,JUR,G12
2018-10-17 07:50:50,2018-10-17,07:50:50,KTB,G09
2018-10-17 07:50:52,2018-10-17,07:50:52,BNL,G20
2018-10-17 07:50:56,2018-10-17,07:50:56,BNL,G14
2018-10-17 07:50:57,2018-10-17,07:50:57,NEW,G02
2018-10-17 07:51:01,2018-10-17,07:51:01,RDH,G04
2018-10-17 07:51:05,2018-10-17,07:51:05,YWT,G04
2018-10-17 07:51:08,2018-10-17,07:51:08,RDH,G03
2018-10-17 07:51:08,2018-10-17,07:51:08,NEW,G10
2018-10-17 07:51:12,2018-10-17,07:51:12,TIB,G01
2018-10-17 07:51:34,2018-10-17,07:51:34,AMK,G06
2018-10-17 07:51:36,2018-10-17,07:51:36,YWT,G07
2018-10-17 07:51:38,2018-10-17,07:51:38,BNL,G14
2018-10-17 07:51:42,2018-10-17,07:51:42,TIB,G02
2018-10-17 07:51:47,2018-10-17,07:51:47,WDL,G05
2018-10-17 07:51:48,2018-10-17,07:51:48,PSR,G03
2018-10-17 07:51:49,2018-10-17,07:51:49,MSL,G06
2018-10-17 07:51:51,2018-10-17,07:51:51,CCK,G08
2018-10-17 07:51:57,2018-10-17,07:51:57,NOV,G07
2018-10-17 07:52:03,2018-10-17,07:52:03,YIS,G05
2018-10-17 07:52:04,2018-10-17,07:52:04,RDH,G04
2018-10-17 07:52:13,2018-10-17,07:52:13,CLE,G05
2018-10-17 07:52:18,2018-10-17,07:52:18,BBT,G07
2018-10-17 07:52:19,2018-10-17,07:52:19,CTH,G11
2018-10-17 07:52:19,2018-10-17,07:52:19,WDL,G11
2018-10-17 07:52:21,2018-10-17,07:52:21,BSH,G09
2018-10-17 07:52:21,2018-10-17,07:52:21,KEM,G05
2018-10-17 07:52:22,2018-10-17,07:52:22,BDK,G07
2018-10-17 07:52:23,2018-10-17,07:52:23,BGB,G01
2018-10-17 07:52:27,2018-10-17,07:52:27,AMK,G01
2018-10-17 07:52:28,2018-10-17,07:52:28,YCK,G07
2018-10-17 07:52:28,2018-10-17,07:52:28,PYL,G04
2018-10-17 07:52:30,2018-10-17,07:52:30,YIS,G02
2018-10-17 07:52:31,2018-10-17,07:52:31,NOV,G10
2018-10-17 07:52:33,2018-10-17,07:52:33,PSR,G03
2018-10-17 07:52:33,2018-10-17,07:52:33,NOV,G08
2018-10-17 07:52:36,2018-10-17,07:52:36,RFP,G15
2018-10-17 07:52:38,2018-10-17,07:52:38,WDL,G05
2018-10-17 07:52:42,2018-10-17,07:52:42,SBW,G02
2018-10-17 07:52:43,2018-10-17,07:52:43,TPG,G22
2018-10-17 07:52:49,2018-10-17,07:52:49,AMK,G05
2018-10-17 07:52:50,2018-10-17,07:52:50,YWT,G01
2018-10-17 07:52:52,2018-10-17,07:52:52,CNG,G06
2018-10-17 07:52:55,2018-10-17,07:52:55,NOV,G09
2018-10-17 07:52:57,2018-10-17,07:52:57,RFP,G31
2018-10-17 07:53:11,2018-10-17,07:53:11,JUR,G02
2018-10-17 07:53:21,2018-10-17,07:53:21,BFT,G06
2018-10-17 07:53:26,2018-10-17,07:53:26,JUR,G21
2018-10-17 07:53:37,2018-10-17,07:53:37,TAP,G02
2018-10-17 07:53:40,2018-10-17,07:53:40,BDL,G03
2018-10-17 07:53:42,2018-10-17,07:53:42,YIS,G11
2018-10-17 07:53:42,2018-10-17,07:53:42,PSR,G06
2018-10-17 07:53:50,2018-10-17,07:53:50,PSR,G06
2018-10-17 07:53:54,2018-10-17,07:53:54,TAP,G11
2018-10-17 07:54:05,2018-10-17,07:54:05,JUR,G14
2018-10-17 07:54:20,2018-10-17,07:54:20,KRJ,G16
2018-10-17 07:54:25,2018-10-17,07:54:25,KRJ,G17
2018-10-17 07:54:32,2018-10-17,07:54:32,NOV,G07
2018-10-17 07:54:34,2018-10-17,07:54:34,CCK,G17
2018-10-17 07:54:35,2018-10-17,07:54:35,COM,G08
2018-10-17 07:54:41,2018-10-17,07:54:41,WDL,G05
2018-10-17 07:54:42,2018-10-17,07:54:42,AMK,G01
2018-10-17 07:54:48,2018-10-17,07:54:48,ALJ,G06
2018-10-17 07:54:51,2018-10-17,07:54:51,RFP,G02
2018-10-17 07:55:00,2018-10-17,07:55:00,KRJ,G14
2018-10-17 07:55:05,2018-10-17,07:55:05,BDL,G01
2018-10-17 07:55:09,2018-10-17,07:55:09,MSL,G03
2018-10-17 07:55:11,2018-10-17,07:55:11,MSL,G03
2018-10-17 07:55:14,2018-10-17,07:55:14,TAM,G09
2018-10-17 07:55:15,2018-10-17,07:55:15,RFP,G05
2018-10-17 07:55:16,2018-10-17,07:55:16,TPG,G21
2018-10-17 07:55:23,2018-10-17,07:55:23,WDL,G13
2018-10-17 07:55:23,2018-10-17,07:55:23,MSL,G03
2018-10-17 07:55:28,2018-10-17,07:55:28,WDL,G13
2018-10-17 07:55:37,2018-10-17,07:55:37,SOM,G15
2018-10-17 07:55:41,2018-10-17,07:55:41,WDL,G08
2018-10-17 07:55:44,2018-10-17,07:55:44,KEM,G02
2018-10-17 07:55:45,2018-10-17,07:55:45,KRJ,G16
2018-10-17 07:55:58,2018-10-17,07:55:58,YCK,G10
2018-10-17 07:56:00,2018-10-17,07:56:00,YCK,G09
2018-10-17 07:56:02,2018-10-17,07:56:02,BNL,G08
2018-10-17 07:56:08,2018-10-17,07:56:08,ORC,G27
2018-10-17 07:56:20,2018-10-17,07:56:20,CLE,G09
2018-10-17 07:56:21,2018-10-17,07:56:21,NEW,G01
2018-10-17 07:56:22,2018-10-17,07:56:22,JUR,G07
2018-10-17 07:56:36,2018-10-17,07:56:36,PSR,G01
2018-10-17 07:56:50,2018-10-17,07:56:50,JUR,G09
2018-10-17 07:56:53,2018-10-17,07:56:53,WDL,G08
2018-10-17 07:56:58,2018-10-17,07:56:58,WDL,G11
2018-10-17 07:57:01,2018-10-17,07:57:01,KTB,G07
2018-10-17 07:57:05,2018-10-17,07:57:05,SBW,G02
2018-10-17 07:57:17,2018-10-17,07:57:17,LVR,G05
2018-10-17 07:57:24,2018-10-17,07:57:24,JUR,G11
2018-10-17 07:57:30,2018-10-17,07:57:30,ALJ,G06
2018-10-17 07:57:34,2018-10-17,07:57:34,YIS,G02
2018-10-17 07:57:36,2018-10-17,07:57:36,BDK,G11
2018-10-17 07:57:40,2018-10-17,07:57:40,RDH,G03
2018-10-17 07:57:45,2018-10-17,07:57:45,KRJ,G12
2018-10-17 07:57:46,2018-10-17,07:57:46,JUR,G17
2018-10-17 07:57:52,2018-10-17,07:57:52,COM,G03
2018-10-17 07:57:59,2018-10-17,07:57:59,YWT,G03
2018-10-17 07:58:08,2018-10-17,07:58:08,JUR,G16
2018-10-17 07:58:09,2018-10-17,07:58:09,BSH,G04
2018-10-17 07:58:09,2018-10-17,07:58:09,SOM,G03
2018-10-17 07:58:23,2018-10-17,07:58:23,CLE,G10
2018-10-17 07:58:25,2018-10-17,07:58:25,TAM,G12
2018-10-17 07:58:26,2018-10-17,07:58:26,CLE,G10
2018-10-17 07:58:37,2018-10-17,07:58:37,PSR,G10
2018-10-17 07:58:48,2018-10-17,07:58:48,JUR,G17
2018-10-17 07:58:52,2018-10-17,07:58:52,DBG,G13
2018-10-17 07:58:55,2018-10-17,07:58:55,TAM,G03
2018-10-17 07:58:58,2018-10-17,07:58:58,TAM,G03
2018-10-17 07:59:16,2018-10-17,07:59:16,QUE,G04
2018-10-17 07:59:22,2018-10-17,07:59:22,LKS,G02
2018-10-17 07:59:26,2018-10-17,07:59:26,KAL,G07
2018-10-17 07:59:28,2018-10-17,07:59:28,YCK,G09
2018-10-17 07:59:42,2018-10-17,07:59:42,BNV,G02
2018-10-17 07:59:48,2018-10-17,07:59:48,LVR,G07
2018-10-17 07:59:54,2018-10-17,07:59:54,WDL,G07
2018-10-17 08:00:01,2018-10-17,08:00:01,BDK,G09
2018-10-17 08:00:02,2018-10-17,08:00:02,CCK,G16
2018-10-17 08:00:03,2018-10-17,08:00:03,TIB,G02
2018-10-17 08:00:05,2018-10-17,08:00:05,ADM,G11
2018-10-17 08:00:09,2018-10-17,08:00:09,BNL,G21
2018-10-17 08:00:09,2018-10-17,08:00:09,LVR,G05
2018-10-17 08:00:09,2018-10-17,08:00:09,EUN,G01
2018-10-17 08:00:14,2018-10-17,08:00:14,ORC,G01
2018-10-17 08:00:18,2018-10-17,08:00:18,NEW,G02
2018-10-17 08:00:25,2018-10-17,08:00:25,TPG,G14
2018-10-17 08:00:40,2018-10-17,08:00:40,NEW,G03
2018-10-17 08:00:45,2018-10-17,08:00:45,BSH,G09
2018-10-17 08:00:50,2018-10-17,08:00:50,CCK,G04
2018-10-17 08:00:52,2018-10-17,08:00:52,BNV,G05
2018-10-17 08:00:53,2018-10-17,08:00:53,COM,G08
2018-10-17 08:00:54,2018-10-17,08:00:54,ORC,G16
2018-10-17 08:00:58,2018-10-17,08:00:58,JUR,G10
2018-10-17 08:01:15,2018-10-17,08:01:15,JUR,G23
2018-10-17 08:01:15,2018-10-17,08:01:15,NOV,G07
2018-10-17 08:01:27,2018-10-17,08:01:27,YIS,G14
2018-10-17 08:01:32,2018-10-17,08:01:32,ADM,G06
2018-10-17 08:01:36,2018-10-17,08:01:36,LKS,G05
2018-10-17 08:01:38,2018-10-17,08:01:38,WDL,G08
2018-10-17 08:01:39,2018-10-17,08:01:39,LKS,G01
2018-10-17 08:01:42,2018-10-17,08:01:42,LVR,G03
2018-10-17 08:01:43,2018-10-17,08:01:43,CLE,G03
2018-10-17 08:01:51,2018-10-17,08:01:51,BHC,G11
2018-10-17 08:01:53,2018-10-17,08:01:53,RDH,G07
2018-10-17 08:02:06,2018-10-17,08:02:06,EUN,G02
2018-10-17 08:02:06,2018-10-17,08:02:06,WDL,G09
2018-10-17 08:02:08,2018-10-17,08:02:08,MSL,G06
2018-10-17 08:02:11,2018-10-17,08:02:11,ORC,G19
2018-10-17 08:02:15,2018-10-17,08:02:15,YWT,G08
2018-10-17 08:02:17,2018-10-17,08:02:17,BNL,G14
2018-10-17 08:02:18,2018-10-17,08:02:18,WDL,G09
2018-10-17 08:02:19,2018-10-17,08:02:19,JUR,G14
2018-10-17 08:02:20,2018-10-17,08:02:20,TPG,G12
2018-10-17 08:02:20,2018-10-17,08:02:20,AMK,G05
2018-10-17 08:02:21,2018-10-17,08:02:21,SOM,G01
2018-10-17 08:02:30,2018-10-17,08:02:30,TPG,G12
2018-10-17 08:02:30,2018-10-17,08:02:30,OTP,G11
2018-10-17 08:02:40,2018-10-17,08:02:40,KAL,G06
2018-10-17 08:02:43,2018-10-17,08:02:43,NOV,G03
2018-10-17 08:02:44,2018-10-17,08:02:44,SOM,G15
2018-10-17 08:02:51,2018-10-17,08:02:51,JUR,G08
2018-10-17 08:02:55,2018-10-17,08:02:55,NEW,G01
2018-10-17 08:03:00,2018-10-17,08:03:00,NOV,G09
2018-10-17 08:03:02,2018-10-17,08:03:02,WDL,G04
2018-10-17 08:03:04,2018-10-17,08:03:04,YCK,G09
2018-10-17 08:03:08,2018-10-17,08:03:08,KTB,G04
2018-10-17 08:03:11,2018-10-17,08:03:11,CCK,G17
2018-10-17 08:03:19,2018-10-17,08:03:19,JUR,G23
2018-10-17 08:03:20,2018-10-17,08:03:20,BGB,G07
2018-10-17 08:03:21,2018-10-17,08:03:21,RFP,G09
2018-10-17 08:03:26,2018-10-17,08:03:26,MSL,G08
2018-10-17 08:03:44,2018-10-17,08:03:44,ADM,G06
2018-10-17 08:03:45,2018-10-17,08:03:45,MSL,G05
2018-10-17 08:04:13,2018-10-17,08:04:13,KTB,G01
2018-10-17 08:04:30,2018-10-17,08:04:30,DBG,G03
2018-10-17 08:04:33,2018-10-17,08:04:33,YIS,G06
2018-10-17 08:04:34,2018-10-17,08:04:34,RDH,G03
2018-10-17 08:04:41,2018-10-17,08:04:41,TAP,G04
2018-10-17 08:04:50,2018-10-17,08:04:50,CTH,G16
2018-10-17 08:04:52,2018-10-17,08:04:52,TAP,G11
2018-10-17 08:04:55,2018-10-17,08:04:55,RDH,G04
2018-10-17 08:04:57,2018-10-17,08:04:57,TPG,G16
2018-10-17 08:05:03,2018-10-17,08:05:03,MSL,G06
2018-10-17 08:05:04,2018-10-17,08:05:04,TNM,G07
2018-10-17 08:05:05,2018-10-17,08:05:05,TNM,G05
2018-10-17 08:05:05,2018-10-17,08:05:05,LVR,G01
2018-10-17 08:05:34,2018-10-17,08:05:34,BNV,G05
2018-10-17 08:05:35,2018-10-17,08:05:35,ALJ,G05
2018-10-17 08:05:35,2018-10-17,08:05:35,BGB,G04
2018-10-17 08:05:42,2018-10-17,08:05:42,PYL,G02
2018-10-17 08:05:42,2018-10-17,08:05:42,LVR,G09
2018-10-17 08:05:43,2018-10-17,08:05:43,JUR,G11
2018-10-17 08:05:50,2018-10-17,08:05:50,CCK,G17
2018-10-17 08:05:55,2018-10-17,08:05:55,BGB,G04
2018-10-17 08:05:55,2018-10-17,08:05:55,BBT,G09
2018-10-17 08:06:02,2018-10-17,08:06:02,YCK,G06
2018-10-17 08:06:14,2018-10-17,08:06:14,TAP,G09
2018-10-17 08:06:19,2018-10-17,08:06:19,RFP,G02
2018-10-17 08:06:21,2018-10-17,08:06:21,KRJ,G09
2018-10-17 08:06:22,2018-10-17,08:06:22,WDL,G09
2018-10-17 08:06:25,2018-10-17,08:06:25,AMK,G11
2018-10-17 08:06:27,2018-10-17,08:06:27,TAM,G08
2018-10-17 08:06:27,2018-10-17,08:06:27,WDL,G05
2018-10-17 08:06:29,2018-10-17,08:06:29,BBT,G06
2018-10-17 08:06:32,2018-10-17,08:06:32,CCK,G17
2018-10-17 08:06:33,2018-10-17,08:06:33,PYL,G02
2018-10-17 08:06:35,2018-10-17,08:06:35,SBW,G02
2018-10-17 08:06:36,2018-10-17,08:06:36,WDL,G07
2018-10-17 08:06:38,2018-10-17,08:06:38,TAM,G01
2018-10-17 08:06:43,2018-10-17,08:06:43,CLE,G08
2018-10-17 08:06:47,2018-10-17,08:06:47,TAP,G08
2018-10-17 08:06:49,2018-10-17,08:06:49,YWT,G05
2018-10-17 08:06:50,2018-10-17,08:06:50,ORC,G01
2018-10-17 08:06:51,2018-10-17,08:06:51,YWT,G05
2018-10-17 08:06:54,2018-10-17,08:06:54,OTP,G11
2018-10-17 08:06:56,2018-10-17,08:06:56,YIS,G05
2018-10-17 08:07:00,2018-10-17,08:07:00,LVR,G02
2018-10-17 08:07:04,2018-10-17,08:07:04,BGS,G03
2018-10-17 08:07:05,2018-10-17,08:07:05,QUE,G01
2018-10-17 08:07:12,2018-10-17,08:07:12,TIB,G09
2018-10-17 08:07:15,2018-10-17,08:07:15,TAP,G07
2018-10-17 08:07:21,2018-10-17,08:07:21,WDL,G05
2018-10-17 08:07:22,2018-10-17,08:07:22,RFP,G02
2018-10-17 08:07:27,2018-10-17,08:07:27,WDL,G12
2018-10-17 08:07:29,2018-10-17,08:07:29,JUR,G04
2018-10-17 08:07:33,2018-10-17,08:07:33,BNL,G21
2018-10-17 08:07:37,2018-10-17,08:07:37,RFP,G31
2018-10-17 08:07:37,2018-10-17,08:07:37,KRJ,G14
2018-10-17 08:07:41,2018-10-17,08:07:41,RFP,G03
2018-10-17 08:07:44,2018-10-17,08:07:44,RFP,G26
2018-10-17 08:07:48,2018-10-17,08:07:48,JUR,G12
2018-10-17 08:07:50,2018-10-17,08:07:50,BGS,G11
2018-10-17 08:07:53,2018-10-17,08:07:53,SBW,G09
2018-10-17 08:07:55,2018-10-17,08:07:55,RFP,G30
2018-10-17 08:08:06,2018-10-17,08:08:06,YIS,G01
2018-10-17 08:08:06,2018-10-17,08:08:06,JUR,G24
2018-10-17 08:08:08,2018-10-17,08:08:08,CCK,G08
2018-10-17 08:08:11,2018-10-17,08:08:11,MSL,G06
2018-10-17 08:08:15,2018-10-17,08:08:15,BDK,G04
2018-10-17 08:08:17,2018-10-17,08:08:17,YIS,G04
2018-10-17 08:08:23,2018-10-17,08:08:23,TPG,G05
2018-10-17 08:08:25,2018-10-17,08:08:25,KTB,G01
2018-10-17 08:08:26,2018-10-17,08:08:26,AMK,G04
2018-10-17 08:08:28,2018-10-17,08:08:28,TPG,G22
2018-10-17 08:08:29,2018-10-17,08:08:29,YIS,G04
2018-10-17 08:08:30,2018-10-17,08:08:30,NEW,G11
2018-10-17 08:08:31,2018-10-17,08:08:31,AMK,G06
2018-10-17 08:08:31,2018-10-17,08:08:31,BBT,G02
2018-10-17 08:08:34,2018-10-17,08:08:34,CTH,G18
2018-10-17 08:08:48,2018-10-17,08:08:48,CCK,G17
2018-10-17 08:08:49,2018-10-17,08:08:49,ALJ,G07
2018-10-17 08:09:04,2018-10-17,08:09:04,ADM,G06
2018-10-17 08:09:20,2018-10-17,08:09:20,AMK,G10
2018-10-17 08:09:23,2018-10-17,08:09:23,ORC,G21
2018-10-17 08:09:29,2018-10-17,08:09:29,CTH,G05
2018-10-17 08:09:30,2018-10-17,08:09:30,NOV,G07
2018-10-17 08:09:32,2018-10-17,08:09:32,YWT,G03
2018-10-17 08:09:36,2018-10-17,08:09:36,WDL,G12
2018-10-17 08:09:39,2018-10-17,08:09:39,JUR,G22
2018-10-17 08:09:40,2018-10-17,08:09:40,AMK,G03
2018-10-17 08:09:43,2018-10-17,08:09:43,YCK,G08
2018-10-17 08:09:49,2018-10-17,08:09:49,WDL,G07
2018-10-17 08:09:50,2018-10-17,08:09:50,CNG,G01
2018-10-17 08:09:53,2018-10-17,08:09:53,WDL,G06
2018-10-17 08:09:57,2018-10-17,08:09:57,RFP,G02
2018-10-17 08:10:00,2018-10-17,08:10:00,JUR,G21
2018-10-17 08:10:09,2018-10-17,08:10:09,KRJ,G17
2018-10-17 08:10:11,2018-10-17,08:10:11,WDL,G06
2018-10-17 08:10:12,2018-10-17,08:10:12,JUR,G23
2018-10-17 08:10:22,2018-10-17,08:10:22,QUE,G06
2018-10-17 08:10:24,2018-10-17,08:10:24,RFP,G03
2018-10-17 08:10:25,2018-10-17,08:10:25,CCK,G17
2018-10-17 08:10:26,2018-10-17,08:10:26,AMK,G03
2018-10-17 08:10:31,2018-10-17,08:10:31,CCK,G15
2018-10-17 08:10:36,2018-10-17,08:10:36,TIB,G02
2018-10-17 08:10:37,2018-10-17,08:10:37,YCK,G06
2018-10-17 08:10:39,2018-10-17,08:10:39,CCK,G17
2018-10-17 08:10:40,2018-10-17,08:10:40,COM,G08
2018-10-17 08:10:43,2018-10-17,08:10:43,CLE,G10
2018-10-17 08:10:44,2018-10-17,08:10:44,BBT,G05
2018-10-17 08:10:58,2018-10-17,08:10:58,BBT,G07
2018-10-17 08:11:03,2018-10-17,08:11:03,BNV,G02
2018-10-17 08:11:11,2018-10-17,08:11:11,KRJ,G11
2018-10-17 08:11:15,2018-10-17,08:11:15,WDL,G12
2018-10-17 08:11:34,2018-10-17,08:11:34,RDH,G03
2018-10-17 08:11:42,2018-10-17,08:11:42,RFP,G02
2018-10-17 08:11:50,2018-10-17,08:11:50,YWT,G05
2018-10-17 08:11:55,2018-10-17,08:11:55,NOV,G06
2018-10-17 08:11:57,2018-10-17,08:11:57,WDL,G08
2018-10-17 08:12:02,2018-10-17,08:12:02,RFP,G01
2018-10-17 08:12:03,2018-10-17,08:12:03,LVR,G05
2018-10-17 08:12:06,2018-10-17,08:12:06,TAM,G10
2018-10-17 08:12:06,2018-10-17,08:12:06,LKS,G10
2018-10-17 08:12:10,2018-10-17,08:12:10,MSL,G06
2018-10-17 08:12:14,2018-10-17,08:12:14,AMK,G01
2018-10-17 08:12:20,2018-10-17,08:12:20,KEM,G07
2018-10-17 08:12:21,2018-10-17,08:12:21,RFP,G28
2018-10-17 08:12:23,2018-10-17,08:12:23,YIS,G01
2018-10-17 08:12:23,2018-10-17,08:12:23,WDL,G13
2018-10-17 08:12:24,2018-10-17,08:12:24,TPG,G21
2018-10-17 08:12:25,2018-10-17,08:12:25,BBT,G06
2018-10-17 08:12:27,2018-10-17,08:12:27,BGB,G08
2018-10-17 08:12:29,2018-10-17,08:12:29,YIS,G01
2018-10-17 08:12:29,2018-10-17,08:12:29,NEW,G11
2018-10-17 08:12:34,2018-10-17,08:12:34,LVR,G03
2018-10-17 08:12:37,2018-10-17,08:12:37,RFP,G30
2018-10-17 08:12:52,2018-10-17,08:12:52,CLE,G05
2018-10-17 08:12:59,2018-10-17,08:12:59,NEW,G09
2018-10-17 08:13:24,2018-10-17,08:13:24,RDH,G01
2018-10-17 08:13:30,2018-10-17,08:13:30,TPG,G07
2018-10-17 08:13:38,2018-10-17,08:13:38,TIB,G04
2018-10-17 08:13:40,2018-10-17,08:13:40,JUR,G02
2018-10-17 08:13:41,2018-10-17,08:13:41,JUR,G02
2018-10-17 08:13:41,2018-10-17,08:13:41,AMK,G06
2018-10-17 08:13:50,2018-10-17,08:13:50,WDL,G12
2018-10-17 08:13:51,2018-10-17,08:13:51,ADM,G04
2018-10-17 08:14:00,2018-10-17,08:14:00,MSL,G06
2018-10-17 08:14:08,2018-10-17,08:14:08,TPG,G21
2018-10-17 08:14:11,2018-10-17,08:14:11,COM,G07
2018-10-17 08:14:18,2018-10-17,08:14:18,CLE,G02
2018-10-17 08:14:29,2018-10-17,08:14:29,YCK,G06
2018-10-17 08:14:29,2018-10-17,08:14:29,YCK,G07
2018-10-17 08:14:32,2018-10-17,08:14:32,PSR,G06
2018-10-17 08:14:32,2018-10-17,08:14:32,TNM,G01
2018-10-17 08:14:33,2018-10-17,08:14:33,MSL,G08
2018-10-17 08:14:41,2018-10-17,08:14:41,KAL,G10
2018-10-17 08:14:47,2018-10-17,08:14:47,BBT,G09
2018-10-17 08:14:49,2018-10-17,08:14:49,NOV,G06
2018-10-17 08:14:52,2018-10-17,08:14:52,CLE,G03
2018-10-17 08:15:01,2018-10-17,08:15:01,NOV,G03
2018-10-17 08:15:04,2018-10-17,08:15:04,YCK,G06
2018-10-17 08:15:05,2018-10-17,08:15:05,CLE,G05
2018-10-17 08:15:21,2018-10-17,08:15:21,AMK,G10
2018-10-17 08:15:25,2018-10-17,08:15:25,WDL,G05
2018-10-17 08:15:34,2018-10-17,08:15:34,PSR,G06
2018-10-17 08:15:47,2018-10-17,08:15:47,KAL,G04
2018-10-17 08:15:57,2018-10-17,08:15:57,TAM,G10
2018-10-17 08:16:07,2018-10-17,08:16:07,YIS,G05
2018-10-17 08:16:13,2018-10-17,08:16:13,TPG,G13
2018-10-17 08:16:14,2018-10-17,08:16:14,RFP,G27
2018-10-17 08:16:20,2018-10-17,08:16:20,NOV,G02
2018-10-17 08:16:20,2018-10-17,08:16:20,NEW,G05
2018-10-17 08:16:32,2018-10-17,08:16:32,YWT,G07
2018-10-17 08:16:38,2018-10-17,08:16:38,JUR,G22
2018-10-17 08:16:45,2018-10-17,08:16:45,COM,G08
2018-10-17 08:16:47,2018-10-17,08:16:47,MSL,G03
2018-10-17 08:16:56,2018-10-17,08:16:56,SBW,G02
2018-10-17 08:16:57,2018-10-17,08:16:57,CLE,G02
2018-10-17 08:16:58,2018-10-17,08:16:58,KTB,G02
2018-10-17 08:16:58,2018-10-17,08:16:58,SIM,G07
2018-10-17 08:16:58,2018-10-17,08:16:58,LVR,G01
2018-10-17 08:16:59,2018-10-17,08:16:59,YCK,G08
2018-10-17 08:17:02,2018-10-17,08:17:02,YCK,G08
2018-10-17 08:17:03,2018-10-17,08:17:03,JUR,G14
2018-10-17 08:17:10,2018-10-17,08:17:10,YIS,G10
2018-10-17 08:17:22,2018-10-17,08:17:22,ALJ,G08
2018-10-17 08:17:25,2018-10-17,08:17:25,LVR,G05
2018-10-17 08:17:27,2018-10-17,08:17:27,CNG,G01
2018-10-17 08:17:36,2018-10-17,08:17:36,ORC,G04
2018-10-17 08:17:37,2018-10-17,08:17:37,PYL,G02
2018-10-17 08:17:38,2018-10-17,08:17:38,YCK,G10
2018-10-17 08:17:48,2018-10-17,08:17:48,JUR,G23
2018-10-17 08:17:52,2018-10-17,08:17:52,MSL,G06
2018-10-17 08:17:53,2018-10-17,08:17:53,WDL,G04
2018-10-17 08:17:53,2018-10-17,08:17:53,ALJ,G03
2018-10-17 08:17:53,2018-10-17,08:17:53,TNM,G01
2018-10-17 08:17:59,2018-10-17,08:17:59,CCK,G16
2018-10-17 08:18:11,2018-10-17,08:18:11,WDL,G04
2018-10-17 08:18:23,2018-10-17,08:18:23,NOV,G09
2018-10-17 08:18:23,2018-10-17,08:18:23,RFP,G29
2018-10-17 08:18:26,2018-10-17,08:18:26,NEW,G04
2018-10-17 08:18:28,2018-10-17,08:18:28,NOV,G02
2018-10-17 08:18:36,2018-10-17,08:18:36,NOV,G01
2018-10-17 08:18:38,2018-10-17,08:18:38,TPG,G12
2018-10-17 08:18:38,2018-10-17,08:18:38,TPG,G06
2018-10-17 08:18:39,2018-10-17,08:18:39,TPG,G15
2018-10-17 08:18:45,2018-10-17,08:18:45,RFP,G27
2018-10-17 08:18:48,2018-10-17,08:18:48,MSL,G03
2018-10-17 08:18:55,2018-10-17,08:18:55,ORC,G21
2018-10-17 08:18:56,2018-10-17,08:18:56,BGS,G11
2018-10-17 08:18:59,2018-10-17,08:18:59,NOV,G07
2018-10-17 08:19:03,2018-10-17,08:19:03,JUR,G14
